,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,SQFT_W,PRICE_W,BATH_clean,sublocality,administrative_area
3523,Multi-family home for sale,2375000,4,4.0,2680.0,40.654,-73.977,7.893945138235959,14.680508416503422,4.0,Windsor Terrace,Kings County
3524,House for sale,1248000,4,2.0,2450.0,40.606,-73.94,7.804251383528112,14.03705362919324,2.0,Brooklyn,Kings County
3525,Co-op for sale,399000,1,1.0,675.0,40.858,-73.932,6.516193076042964,12.896719202134523,1.0,Manhattan,New York County
3526,Co-op for sale,4895000,4,2.0,3594.0,40.734,-73.992,8.187299270155147,15.40372503823682,2.0,Manhattan,New York County
3527,Co-op for sale,12500000,5,2.3738608579684373,900.0,40.776,-73.96,6.803505257608338,16.341239282272525,2.0,Manhattan,New York County
3528,Co-op for sale,475000,3,1.0,900.0,40.766,-73.952,6.803505257608338,13.07107218827772,1.0,Manhattan,New York County
3529,Co-op for sale,11175000,4,6.0,3841.0,40.783,-73.958,8.253748343328501,16.229189787949363,6.0,Manhattan,New York County
3530,Pending,1295000,1,1.0,1566.0,40.772,-73.979,7.356918242356021,14.07402202531625,1.0,Manhattan,New York County
3531,Co-op for sale,825000,2,2.0,900.0,40.764,-73.98,6.803505257608338,13.623139877437296,2.0,Manhattan,New York County
3532,Multi-family home for sale,1849000,6,3.0,3001.0,40.665,-73.989,8.007034012193408,14.430156051201998,3.0,Park Slope,Kings County
3533,Co-op for sale,699000,1,1.0,700.0,40.776,-73.977,6.55250788703459,13.457407451830088,1.0,Manhattan,New York County
3534,Pending,420000,1,1.0,1566.0,40.766,-73.97,7.356918242356021,12.948012371209098,1.0,Manhattan,New York County
3535,Condo for sale,320000,2,1.0,802.0,40.841,-73.855,6.688354713946762,12.676079399771027,1.0,Parkchester,Bronx County
3536,Co-op for sale,525000,1,1.0,900.0,40.767,-73.963,6.803505257608338,13.171155446333852,1.0,Manhattan,New York County
3537,Land for sale,1100000,3,2.3738608579684373,950.0,40.753,-73.855,6.85751406254539,13.910821646859095,2.0,Flushing,Queens County
3538,Co-op for sale,650000,2,2.0,900.0,40.758,-73.962,6.803505257608338,13.384729180332174,2.0,Manhattan,New York County
3539,Co-op for sale,1650000,1,1.0,900.0,40.774,-73.959,6.803505257608338,14.316286451937186,1.0,Manhattan,New York County
3540,Co-op for sale,1425000,2,2.0,900.0,40.773,-73.953,6.803505257608338,14.169683073439028,2.0,Manhattan,New York County
3541,Condo for sale,418000,1,1.0,684.0,40.795,-73.847,6.529418838262226,12.94323910384853,1.0,College Point,Queens County
3542,Multi-family home for sale,1399000,8,6.0,3448.0,40.626,-73.913,8.145839612936841,14.151268968443645,6.0,Bergen Beach,Kings County
3543,House for sale,339000,2,1.0,700.0,40.563,-74.1,6.55250788703459,12.733758336210744,1.0,New Dorp Beach,Richmond County
3544,Pending,599900,6,4.0,1566.0,40.641,-74.083,7.356918242356021,13.304519920584285,4.0,Mid Island,Richmond County
3545,Co-op for sale,400000,1,1.0,900.0,40.762,-73.932,6.803505257608338,12.899222326086994,1.0,Astoria,Queens County
3546,House for sale,699000,3,1.0,4000.0,40.697,-73.766,8.294299608857235,13.457407451830088,1.0,Jamaica,Queens County
3547,Condo for sale,1325000,2,2.0,1100.0,40.762,-73.977,7.00397413672268,14.096923772119156,2.0,Manhattan,New York County
3548,Condo for sale,1750000,6,3.0,3364.0,40.659,-73.951,8.121183242078828,14.375126917328105,3.0,Prospect Lefferts Gardens,Kings County
3549,Multi-family home for sale,2100000,3,3.0,2000.0,40.676,-74.0,7.601402334583733,14.557448378884015,3.0,Carroll Gardens,Kings County
3550,Co-op for sale,205900,1,1.0,750.0,40.712,-73.826,6.621405651764134,12.235150749730654,1.0,Kew Gardens,Queens County
3551,Co-op for sale,265000,1,1.0,765.0,40.618,-73.97,6.641182169740591,12.487488878546145,1.0,Midwood,Kings County
3552,Co-op for sale,169999,1,1.0,900.0,40.666,-73.847,6.803505257608338,12.043553716032399,1.0,Howard Beach,Queens County
3553,House for sale,775000,3,1.0,1696.0,40.838,-73.824,7.436617265234227,13.560619598657233,1.0,East Bronx,Bronx County
3554,House for sale,685000,4,2.0,2269.0,40.585,-74.16,7.727535110475448,13.437175577097312,2.0,New Springville,Richmond County
3555,Multi-family home for sale,1245000,7,6.0,2680.0,40.759,-73.858,7.893945138235959,14.034646891093473,6.0,East Elmhurst,Queens County
3556,Co-op for sale,795000,1,1.0,900.0,40.771,-73.954,6.803505257608338,13.586098651497313,1.0,Manhattan,New York County
3557,Condo for sale,445000,3,1.0,402.0,40.768,-73.917,6.111467339502679,13.005831808336863,1.0,Long Island City,Queens County
3558,Co-op for sale,399000,2,1.0,960.0,40.579,-73.971,6.8679744089702925,12.896719202134523,1.0,Coney Island,Kings County
3559,Multi-family home for sale,1990000,6,5.0,2150.0,40.756,-73.777,7.67368812926773,14.503645699213111,5.0,Bayside,Queens County
3560,Co-op for sale,529000,2,1.0,900.0,40.856,-73.935,6.803505257608338,13.178745601197818,1.0,Manhattan,New York County
3561,Co-op for sale,7500000,6,6.0,4200.0,40.78,-73.957,8.343077871169383,15.830413711839864,6.0,Manhattan,New York County
3562,Co-op for sale,595000,1,1.0,900.0,40.854,-73.939,6.803505257608338,13.296318365198623,1.0,Manhattan,New York County
3563,Co-op for sale,525000,3,2.0,900.0,40.579,-73.971,6.803505257608338,13.171155446333852,2.0,Coney Island,Kings County
3564,Co-op for sale,479000,2,1.0,1100.0,40.578,-73.973,7.00397413672268,13.079457964073546,1.0,Coney Island,Kings County
3565,Co-op for sale,4995000,4,4.0,5500.0,40.762,-73.97,8.612685172875459,15.423948170264971,4.0,Manhattan,New York County
3566,Co-op for sale,460000,2,1.0,900.0,40.8,-73.965,6.803505257608338,13.038983942375959,1.0,Manhattan,New York County
3567,House for sale,1200000,4,2.0,1728.0,40.755,-73.776,7.455298485683291,13.997832948091215,2.0,Bayside,Queens County
3568,Condo for sale,5950000,2,2.0,1853.0,40.735,-74.01,7.5251007461258,15.598901945589025,2.0,Manhattan,New York County
3569,Condo for sale,599000,1,1.0,626.0,40.792,-73.939,6.440946540632921,13.303018546545275,1.0,Manhattan,New York County
3570,Co-op for sale,350000,3,1.0,900.0,40.756,-73.972,6.803505257608338,12.765691290604371,1.0,Manhattan,New York County
3571,Condo for sale,420000,1,1.0,668.0,40.578,-73.967,6.505784060128229,12.948012371209098,1.0,Brighton Beach,Kings County
3572,Contingent,2400000,3,2.3738608579684373,3248.0,40.665,-73.935,8.0861025356691,14.690979711984754,2.0,Crown Heights,Kings County
3573,Co-op for sale,2199000,2,2.0,1770.0,40.79,-73.977,7.479299637782834,14.603513724288955,2.0,Manhattan,New York County
3574,Co-op for sale,595000,1,1.0,700.0,40.754,-73.965,6.55250788703459,13.296318365198623,1.0,Manhattan,New York County
3575,Co-op for sale,249000,2,1.0,1000.0,40.593,-73.939,6.90875477931522,12.425212191503038,1.0,Sheepshead Bay,Kings County
3576,Condo for sale,11000000,4,4.0,3452.0,40.745,-74.003,8.146998697389993,16.213405921671733,4.0,Manhattan,New York County
3577,Co-op for sale,585000,1,1.0,900.0,40.857,-73.936,6.803505257608338,13.279368835614243,1.0,Manhattan,New York County
3578,Multi-family home for sale,1180000,8,4.0,3321.0,40.831,-73.876,8.10832229017324,13.981025843899115,4.0,East Bronx,Bronx County
3579,Co-op for sale,115000,3,1.0,550.0,40.872,-73.883,6.311734809152915,11.813037464800539,1.0,West Bronx,Bronx County
3580,Condo for sale,779000,1,1.0,638.0,40.742,-73.978,6.459904454377535,13.565767608549109,1.0,Manhattan,New York County
3581,Condo for sale,9975000,3,3.0,2241.0,40.77,-73.981,7.715123603632105,16.115592620990824,3.0,Manhattan,New York County
3582,Townhouse for sale,925000,3,2.0,1875.0,40.732,-73.8,7.53689712956617,13.73755009757506,2.0,Flushing,Queens County
3583,Pending,360000,1,1.0,1566.0,40.771,-73.952,7.356918242356021,12.793862088206213,1.0,Manhattan,New York County
3584,Co-op for sale,2750000,2,2.0,900.0,40.767,-73.98,6.803505257608338,14.827111833279051,2.0,Manhattan,New York County
3585,Co-op for sale,1450000,4,2.0,900.0,40.749,-73.977,6.803505257608338,14.187074804051692,2.0,Manhattan,New York County
3586,Townhouse for sale,3400000,5,4.0,4852.0,40.818,-73.943,8.487352349405215,15.039286283703994,4.0,Manhattan,New York County
3587,Co-op for sale,329000,2,1.0,900.0,40.781,-73.774,6.803505257608338,12.703816069256568,1.0,Bayside,Queens County
3588,House for sale,699000,3,2.0,1008.0,40.631,-74.166,6.9167150203536085,13.457407451830088,2.0,Mariners Harbor,Richmond County
3589,Multi-family home for sale,1075000,7,3.0,2680.0,40.689,-73.906,7.893945138235959,13.887832149776026,3.0,Bushwick,Kings County
3590,Multi-family home for sale,790000,4,3.0,1784.0,40.851,-73.853,7.487173694213739,13.579789490265188,3.0,Morris Park,Bronx County
3591,Condo for sale,7750000,5,6.0,3701.0,40.693,-74.001,8.216628493133443,15.86320353036178,6.0,Brooklyn Heights,Kings County
3592,Townhouse for sale,19995000,6,8.0,8757.0,40.732,-74.0,9.077722847361343,16.810992850275557,8.0,Manhattan,New York County
3593,Co-op for sale,3375000,3,3.0,900.0,40.789,-73.955,6.803505257608338,15.03190617858502,3.0,Manhattan,New York County
3594,House for sale,1175000,3,2.3738608579684373,1728.0,40.579,-73.961,7.455298485683291,13.976779556623864,2.0,Brighton Beach,Kings County
3595,Co-op for sale,3150000,4,3.0,900.0,40.784,-73.975,6.803505257608338,14.962913328262083,3.0,Manhattan,New York County
3596,Co-op for sale,15000000,4,6.0,900.0,40.767,-73.971,6.803505257608338,16.52356082573315,6.0,Manhattan,New York County
3597,Co-op for sale,3150000,4,4.0,900.0,40.77,-73.969,6.803505257608338,14.962913328262083,4.0,Manhattan,New York County
3598,Pending,825000,2,1.0,1566.0,40.754,-73.893,7.356918242356021,13.623139877437296,1.0,Flushing,Queens County
3599,House for sale,899000,2,2.0,1056.0,40.603,-74.014,6.963189985870238,13.70903942580019,2.0,Bath Beach,Kings County
3600,Condo for sale,795000,1,1.0,860.0,40.761,-73.961,6.7580945044277305,13.586098651497313,1.0,Manhattan,New York County
3601,Co-op for sale,275000,1,1.0,880.0,40.633,-73.971,6.78105762593618,12.524530013005734,1.0,Kensington,Kings County
3602,Multi-family home for sale,775000,6,2.0,2910.0,40.85,-73.867,7.976251943745623,13.560619598657233,2.0,Van Nest,Bronx County
3603,House for sale,2150000,2,2.0,1728.0,40.748,-73.973,7.455298485683291,14.580978865220017,2.0,Manhattan,New York County
3604,House for sale,899000,3,1.0,1728.0,40.754,-73.908,7.455298485683291,13.70903942580019,1.0,Woodside,Queens County
3605,House for sale,699000,5,4.0,1838.0,40.868,-73.885,7.516977224604321,13.457407451830088,4.0,West Bronx,Bronx County
3606,Multi-family home for sale,904000,4,3.0,2680.0,40.724,-73.809,7.893945138235959,13.714585745568392,3.0,Flushing,Queens County
3607,House for sale,669000,3,1.0,1728.0,40.69,-73.848,7.455298485683291,13.41354083387756,1.0,Jamaica,Queens County
3608,Co-op for sale,279000,1,1.0,900.0,40.731,-73.858,6.803505257608338,12.53897064502647,1.0,Rego Park,Queens County
3609,Co-op for sale,330000,1,1.0,656.0,40.784,-73.776,6.48768401848461,12.706850963741102,1.0,Bayside,Queens County
3610,Co-op for sale,399000,3,1.0,900.0,40.77,-73.959,6.803505257608338,12.896719202134523,1.0,Manhattan,New York County
3611,Co-op for sale,740000,2,1.0,900.0,40.789,-73.97,6.803505257608338,13.51440681653079,1.0,Manhattan,New York County
3612,House for sale,590000,5,3.0,1152.0,40.602,-73.759,7.050122520269059,13.28787951079572,3.0,Far Rockaway,Queens County
3613,House for sale,1250000,3,2.0,2049.0,40.652,-73.945,7.6255950721324535,14.038654909278163,2.0,Little Haiti,Kings County
3614,Co-op for sale,975000,2,2.0,1270.0,40.837,-73.948,7.147559271189454,13.790193775620484,2.0,Manhattan,New York County
3615,Condo for sale,849000,3,2.0,1100.0,40.772,-73.98,7.00397413672268,13.651815643149092,2.0,Manhattan,New York County
3616,House for sale,1699000,3,2.0,2200.0,40.687,-73.958,7.696667081526462,14.345550989235415,2.0,Bedford-Stuyvesant,Kings County
3617,Co-op for sale,1195000,2,2.0,900.0,40.775,-73.949,6.803505257608338,13.993657580167481,2.0,Manhattan,New York County
3618,Co-op for sale,190000,3,1.0,500.0,40.712,-73.789,6.2166061010848646,12.154784614286667,1.0,Jamaica,Queens County
3619,Co-op for sale,405000,3,1.0,550.0,40.774,-73.952,6.311734809152915,12.91164481522143,1.0,Manhattan,New York County
3620,Co-op for sale,169500,1,1.0,900.0,40.853,-73.864,6.803505257608338,12.040614105490253,1.0,East Bronx,Bronx County
3621,House for sale,738280,3,2.3738608579684373,1302.0,40.662,-73.755,7.172424577124845,13.512079789919959,2.0,Jamaica,Queens County
3622,Multi-family home for sale,950000,5,2.0,1660.0,40.579,-73.96,7.415175109613295,13.76421831620775,2.0,Brighton Beach,Kings County
3623,Condo for sale,800000,3,1.0,916.0,40.707,-74.01,6.821107472256465,13.592368256649284,1.0,Manhattan,New York County
3624,Condo for sale,359000,2,1.0,920.0,40.655,-73.885,6.825460036255307,12.791080452981857,1.0,East New York,Kings County
3625,Co-op for sale,1950000,2,3.0,900.0,40.77,-73.969,6.803505257608338,14.48334044336031,3.0,Manhattan,New York County
3626,Townhouse for sale,999000,7,4.0,3750.0,40.666,-73.892,8.229777750081887,13.81451105863119,4.0,East New York,Kings County
3627,Co-op for sale,1950000,2,2.0,960.0,40.737,-74.006,6.8679744089702925,14.48334044336031,2.0,Manhattan,New York County
3628,Condo for sale,649000,1,1.0,1100.0,40.812,-73.952,7.00397413672268,13.38318953651709,1.0,Manhattan,New York County
3629,Condo for sale,1175000,4,2.0,1100.0,40.793,-73.795,7.00397413672268,13.976779556623864,2.0,Whitestone,Queens County
3630,House for sale,799000,4,2.0,1728.0,40.676,-73.836,7.455298485683291,13.591117476312084,2.0,Jamaica,Queens County
3631,Condo for sale,2950000,3,2.0,1709.0,40.694,-74.0,7.444248649496705,14.897316067298997,2.0,Brooklyn Heights,Kings County
3632,Condo for sale,358000,3,1.0,1100.0,40.719,-73.811,7.00397413672268,12.788291058675025,1.0,Kew Gardens Hills,Queens County
3633,Co-op for sale,189999,1,1.0,900.0,40.705,-73.833,6.803505257608338,12.154779351142624,1.0,Kew Gardens,Queens County
3634,Condo for sale,760000,1,1.0,700.0,40.766,-73.988,6.55250788703459,13.541075028051122,1.0,Manhattan,New York County
3635,Multi-family home for sale,675999,3,2.0,2070.0,40.897,-73.843,7.635786861395585,13.423948355025102,2.0,East Bronx,Bronx County
3636,Condo for sale,380000,3,1.0,393.0,40.618,-74.0,6.111467339502679,12.847929163278053,1.0,Bensonhurst,Kings County
3637,Co-op for sale,379000,2,1.0,900.0,40.733,-73.859,6.803505257608338,12.84529412258351,1.0,Rego Park,Queens County
3638,Co-op for sale,995000,2,2.0,900.0,40.77,-73.962,6.803505257608338,13.81049902116535,2.0,Manhattan,New York County
3639,Condo for sale,649000,3,2.0,1150.0,40.628,-73.916,7.048386408721883,13.38318953651709,2.0,Bergen Beach,Kings County
3640,Condo for sale,475000,1,1.0,739.0,40.579,-73.963,6.606650186198215,13.07107218827772,1.0,Brighton Beach,Kings County
3641,Pending,450000,2,1.0,1566.0,40.749,-73.88,7.356918242356021,13.017005083966255,1.0,Jackson Heights,Queens County
3642,Townhouse for sale,7250000,1,2.3738608579684373,4930.0,40.717,-74.009,8.503297086224126,15.796512164761882,2.0,Manhattan,New York County
3643,House for sale,1500000,8,5.0,1728.0,40.884,-73.908,7.455298485683291,14.220976332738882,5.0,Kingsbridge,Bronx County
3644,Condo for sale,3995000,3,4.0,2456.0,40.778,-73.949,7.806696372521179,15.200554387495371,4.0,Manhattan,New York County
3645,Townhouse for sale,2299000,7,6.0,3750.0,40.807,-73.939,8.229777750081887,14.64798523871695,6.0,Manhattan,New York County
3646,Pending,210000,1,1.0,850.0,40.647,-73.974,6.7464121285733745,12.25486757159303,1.0,Kensington,Kings County
3647,Co-op for sale,3200000,3,4.0,1825.0,40.77,-73.98,7.509883061154913,14.978661680269907,4.0,Manhattan,New York County
3648,Co-op for sale,579000,3,2.0,1200.0,40.735,-73.86,7.0909098220799835,13.269059483669357,2.0,Rego Park,Queens County
3649,House for sale,1175000,3,2.3738608579684373,1728.0,40.578,-73.963,7.455298485683291,13.976779556623864,2.0,Brighton Beach,Kings County
3650,Condo for sale,648888,2,2.0,950.0,40.719,-73.811,6.85751406254539,13.383016948701053,2.0,Kew Gardens Hills,Queens County
3651,Multi-family home for sale,989000,7,5.0,3978.0,40.666,-73.855,8.288785810426928,13.804450621726684,5.0,Jamaica,Queens County
3652,Co-op for sale,995000,1,1.0,900.0,40.744,-73.998,6.803505257608338,13.81049902116535,1.0,Manhattan,New York County
3653,Co-op for sale,154900,1,1.0,700.0,40.865,-73.908,6.55250788703459,11.950541482162043,1.0,Fordham Manor,Bronx County
3654,Condo for sale,399000,1,1.0,577.0,40.637,-74.027,6.359573868672378,12.896719202134523,1.0,Bay Ridge,Kings County
3655,Condo for sale,589000,3,1.0,415.0,40.76,-73.995,6.111467339502679,13.286183160425152,1.0,Manhattan,New York County
3656,Pending,565000,2,2.0,1238.0,40.549,-74.174,7.122059881629142,13.244582780038517,2.0,Arden Heights,Richmond County
3657,Townhouse for sale,760000,2,2.3738608579684373,2337.0,40.515,-74.203,7.757051142032013,13.541075028051122,2.0,Prince's Bay,Richmond County
3658,Condo for sale,3795000,3,3.0,2250.0,40.775,-73.956,7.719129840906732,15.149195232316444,3.0,Manhattan,New York County
3659,Co-op for sale,199999,3,1.0,471.0,40.722,-73.842,6.156978985585555,12.206072645530174,1.0,Forest Hills,Queens County
3660,Co-op for sale,2500000,3,2.0,3200.0,40.747,-73.991,8.071218539969863,14.731801689838349,2.0,Manhattan,New York County
3661,House for sale,749999,3,2.0,1728.0,40.649,-73.929,7.455298485683291,13.527828485512494,2.0,East Flatbush,Kings County
3662,Co-op for sale,1595000,2,2.0,900.0,40.794,-73.976,6.803505257608338,14.282384921160133,2.0,Manhattan,New York County
3663,Co-op for sale,258000,3,1.0,500.0,40.767,-73.816,6.2166061010848646,12.460718739865236,1.0,Flushing,Queens County
3664,House for sale,685000,3,2.0,1280.0,40.549,-74.166,7.155396301896734,13.437175577097312,2.0,Eltingville,Richmond County
3665,Multi-family home for sale,599000,5,2.0,2680.0,40.607,-73.755,7.893945138235959,13.303018546545275,2.0,Far Rockaway,Queens County
3666,Condo for sale,3250000,3,2.0,2292.0,40.718,-73.99,7.737616282857904,14.99416586199818,2.0,Manhattan,New York County
3667,Condo for sale,245000,1,1.0,800.0,40.619,-74.107,6.68586094706836,12.409017571151187,1.0,Castleton Corners,Richmond County
3668,Co-op for sale,729000,3,2.0,1400.0,40.892,-73.909,7.244941546337007,13.499430382731967,2.0,Riverdale,Bronx County
3669,Multi-family home for sale,779000,3,2.0,1557.0,40.849,-73.852,7.351158226430694,13.565767608549109,2.0,Morris Park,Bronx County
3670,Condo for sale,1090000,3,3.0,1295.0,40.626,-73.982,7.16703787691222,13.901689171636098,3.0,Mapleton,Kings County
3671,Co-op for sale,365000,2,1.0,925.0,40.602,-73.971,6.8308742346461795,12.807655372286902,1.0,Gravesend,Kings County
3672,Pending,1099000,1,1.0,715.0,40.72,-73.964,6.573680166960646,13.909912143303451,1.0,Williamsburg,Kings County
3673,Townhouse for sale,12495000,4,4.0,6310.0,40.778,-73.96,8.75004942158424,16.3408392022832,4.0,Manhattan,New York County
3674,Condo for sale,1990000,2,2.0,1309.0,40.744,-73.994,7.177782416195197,14.503645699213111,2.0,Manhattan,New York County
3675,Multi-family home for sale,1200000,6,4.0,2808.0,40.893,-73.835,7.940583827104244,13.997832948091215,4.0,Edenwald,Bronx County
3676,Co-op for sale,473000,2,1.0,1000.0,40.578,-73.953,6.90875477931522,13.06685278163674,1.0,Manhattan Beach,Kings County
3677,Co-op for sale,2348000,3,4.0,900.0,40.753,-73.966,6.803505257608338,14.669074885824411,4.0,Manhattan,New York County
3678,Condo for sale,25000000,5,6.0,4089.0,40.748,-74.007,8.316300249036848,16.929025911619092,6.0,Manhattan,New York County
3679,Condo for sale,995000,1,1.0,1100.0,40.734,-73.984,7.00397413672268,13.81049902116535,1.0,Manhattan,New York County
3680,Contingent,850000,8,3.0,1976.0,40.673,-73.921,7.589335823170617,13.652992804936396,3.0,Ocean Hill,Kings County
3681,Townhouse for sale,2950000,4,4.0,3750.0,40.677,-74.001,8.229777750081887,14.897316067298997,4.0,Carroll Gardens,Kings County
3682,Co-op for sale,133000,1,1.0,630.0,40.872,-73.87,6.447305862541213,11.813037464800539,1.0,East Bronx,Bronx County
3683,Multi-family home for sale,1548000,9,4.0,4539.0,40.753,-73.863,8.420682291035394,14.252474979126433,4.0,Flushing,Queens County
3684,Contingent,468000,3,1.0,1450.0,40.777,-73.984,7.280008252884188,13.056225711649638,1.0,Manhattan,New York County
3685,Multi-family home for sale,850000,5,3.0,3024.0,40.877,-73.859,8.014666370464942,13.652992804936396,3.0,Williamsbridge,Bronx County
3686,Multi-family home for sale,995000,6,3.0,2125.0,40.59,-73.986,7.661997558901893,13.81049902116535,3.0,Brooklyn,Kings County
3687,Co-op for sale,1850000,3,2.0,900.0,40.738,-73.982,6.803505257608338,14.430696737594902,2.0,Manhattan,New York County
3688,House for sale,2800000,2,1.0,1800.0,40.524,-74.171,7.496097345175956,14.845130332288226,1.0,Southeast Annadale,Richmond County
3689,Condo for sale,4995000,3,2.0,2803.0,40.737,-73.997,7.938802248154481,15.423948170264971,2.0,Manhattan,New York County
3690,Co-op for sale,398800,1,1.0,900.0,40.751,-73.885,6.803505257608338,12.896217824589245,1.0,Jackson Heights,Queens County
3691,Co-op for sale,142500,3,1.0,900.0,40.705,-73.802,6.803505257608338,11.86710429621008,1.0,Jamaica,Queens County
3692,House for sale,2570000,5,2.0,2000.0,40.619,-74.035,7.601402334583733,14.759416845976386,2.0,Fort Hamilton,Kings County
3693,Co-op for sale,225000,1,1.0,900.0,40.857,-73.871,6.803505257608338,12.323860125621126,1.0,Allerton,Bronx County
3694,Co-op for sale,345000,1,1.0,900.0,40.761,-73.822,6.803505257608338,12.75130259456002,1.0,Flushing,Queens County
3695,House for sale,875000,5,2.0,1974.0,40.617,-73.923,7.5883236773352225,13.681980308196241,2.0,Flatlands,Kings County
3696,Pending,1188000,7,2.0,1566.0,40.697,-73.842,7.356918242356021,13.987782620655215,2.0,Richmond Hill,Queens County
3697,Co-op for sale,694000,2,1.0,900.0,40.666,-73.953,6.803505257608338,13.450228680410094,1.0,Crown Heights,Kings County
3698,Co-op for sale,495000,1,1.0,900.0,40.767,-73.968,6.803505257608338,13.112315061750808,1.0,Manhattan,New York County
3699,Co-op for sale,649000,1,1.0,687.0,40.757,-73.963,6.5337888379333435,13.38318953651709,1.0,Manhattan,New York County
3700,Condo for sale,659000,2,1.0,714.0,40.649,-73.967,6.5722825426940075,13.398480330934175,1.0,Flatbush,Kings County
3701,Co-op for sale,429000,2,1.0,850.0,40.634,-74.031,6.7464121285733745,12.969214528909768,1.0,Bay Ridge,Kings County
3702,Pending,959000,2,2.0,1719.0,40.756,-73.721,7.450079569807499,13.7736473966179,2.0,Little Neck,Queens County
3703,Condo for sale,368000,3,1.0,1100.0,40.778,-73.782,7.00397413672268,12.81584093453868,1.0,Bayside,Queens County
3704,House for sale,758800,3,2.0,1633.0,40.591,-74.08,7.3987862754199485,13.53949483491245,2.0,Arrochar,Richmond County
3705,Condo for sale,1795000,2,2.0,1245.0,40.702,-73.985,7.1276936993473985,14.400516137007425,2.0,Dumbo,Kings County
3706,Condo for sale,21500000,5,2.3738608579684373,4179.0,40.785,-73.956,8.338066525518801,16.88356353960952,2.0,Manhattan,New York County
3707,Multi-family home for sale,1595000,5,3.0,2680.0,40.744,-73.896,7.893945138235959,14.282384921160133,3.0,Flushing,Queens County
3708,Townhouse for sale,6500000,7,5.0,3750.0,40.769,-73.962,8.229777750081887,15.687312888712007,5.0,Manhattan,New York County
3709,Multi-family home for sale,1089000,4,3.0,2680.0,40.71,-73.763,7.893945138235959,13.900771320188321,3.0,Jamaica,Queens County
3710,Condo for sale,735000,1,1.0,1100.0,40.749,-73.941,7.00397413672268,13.507627138738266,1.0,Long Island City,Queens County
3711,Pending,559900,2,1.0,1217.0,40.661,-73.837,7.1049654482698426,13.23551526136861,1.0,Jamaica,Queens County
3712,Co-op for sale,350000,1,1.0,900.0,40.851,-73.942,6.803505257608338,12.765691290604371,1.0,Manhattan,New York County
3713,Condo for sale,780000,3,3.0,1236.0,40.768,-73.831,7.1204443723924875,13.567050480716235,3.0,Flushing,Queens County
3714,Co-op for sale,173000,3,1.0,500.0,40.717,-73.834,6.2166061010848646,12.06105265381003,1.0,Flushing,Queens County
3715,House for sale,995000,4,2.0,2200.0,40.615,-74.1,7.696667081526462,13.81049902116535,2.0,Sunnyside,Richmond County
3716,Multi-family home for sale,775000,4,2.0,2680.0,40.657,-73.752,7.893945138235959,13.560619598657233,2.0,Jamaica,Queens County
3717,Condo for sale,1649000,1,1.0,800.0,40.762,-74.0,6.68586094706836,14.31568020796969,1.0,Manhattan,New York County
3718,Multi-family home for sale,1290000,5,3.0,2680.0,40.74,-73.901,7.893945138235959,14.070153551531353,3.0,Flushing,Queens County
3719,House for sale,575000,3,1.0,1390.0,40.807,-73.856,7.237778191923443,13.26212705890841,1.0,Clason Point,Bronx County
3720,House for sale,1499000,7,6.0,1728.0,40.795,-73.848,7.455298485683291,14.22030944419592,6.0,College Point,Queens County
3721,Co-op for sale,800000,2,1.0,1200.0,40.607,-73.985,7.0909098220799835,13.592368256649284,1.0,Gravesend,Kings County
3722,Co-op for sale,750000,1,1.0,900.0,40.748,-73.979,6.803505257608338,13.527829818844937,1.0,Manhattan,New York County
3723,Condo for sale,1750000,2,2.0,1320.0,40.677,-74.015,7.186144304522325,14.375126917328105,2.0,Red Hook,Kings County
3724,Condo for sale,2750000,2,2.0,1488.0,40.716,-73.991,7.305860032684009,14.827111833279051,2.0,Manhattan,New York County
3725,Condo for sale,698000,1,1.0,1100.0,40.816,-73.938,7.00397413672268,13.455975814408239,1.0,Manhattan,New York County
3726,Co-op for sale,425000,1,1.0,900.0,40.764,-73.959,6.803505257608338,12.959846800844963,1.0,Manhattan,New York County
3727,Condo for sale,26000000,5,6.0,4859.0,40.718,-74.008,8.48879371689454,16.929025911619092,6.0,Manhattan,New York County
3728,Condo for sale,3999999,2,2.0,1997.0,40.751,-74.004,7.599901959208498,15.201804919084164,2.0,Manhattan,New York County
3729,Condo for sale,2295000,3,3.0,1615.0,40.764,-73.965,7.38770923908104,14.646243837206535,3.0,Manhattan,New York County
3730,Multi-family home for sale,689900,3,4.0,2448.0,40.621,-74.16,7.803435056952168,13.444303388018582,4.0,Mid Island,Richmond County
3731,House for sale,3850000,4,4.0,4374.0,40.73,-73.958,8.383661798791715,15.163583966004193,4.0,Greenpoint,Kings County
3732,Co-op for sale,243000,2,1.0,965.0,40.864,-73.908,6.873163834212518,12.400820837540556,1.0,Fordham Manor,Bronx County
3733,Co-op for sale,1995000,4,2.0,900.0,40.713,-73.978,6.803505257608338,14.506155109559108,2.0,Manhattan,New York County
3734,Co-op for sale,250000,3,1.0,900.0,40.759,-73.905,6.803505257608338,12.429220196836383,1.0,Woodside,Queens County
3735,House for sale,845000,4,2.0,1728.0,40.711,-73.757,7.455298485683291,13.647093089770562,2.0,Hollis,Queens County
3736,Multi-family home for sale,915000,8,3.0,1896.0,40.833,-73.854,7.5480289699350145,13.726680437153236,3.0,East Bronx,Bronx County
