,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,SQFT_W,PRICE_W,BATH_clean,sublocality,administrative_area
783,House for sale,835000,3,2.0,,40.623,-73.933,,13.635188201437066,2.0,Flatlands,Kings County
784,House for sale,1250000,3,2.0,1560.0,40.776,-73.776,7.353081920515432,14.038654909278163,2.0,Flushing,Queens County
785,House for sale,1695000,5,3.0,2160.0,40.634,-74.034,7.6783263565068856,14.343193888767015,3.0,Bay Ridge,Kings County
786,House for sale,502900,4,2.0,1440.0,40.696,-73.745,7.273092595999522,13.12814861062497,2.0,Cambria Heights,Queens County
787,Multi-family home for sale,749000,4,2.0,1420.0,40.855,-73.858,7.259116128097101,13.52649559761195,2.0,Morris Park,Bronx County
788,Multi-family home for sale,529000,5,2.0,2248.0,40.595,-73.763,7.718240951959316,13.178745601197818,2.0,Far Rockaway,Queens County
789,House for sale,705000,2,2.0,,40.727,-73.884,,13.465954500233115,2.0,Middle Village,Queens County
790,Co-op for sale,549000,1,1.0,,40.766,-73.952,,13.215855541983634,1.0,Manhattan,New York County
791,Multi-family home for sale,7200000,3,2.3738608579684373,48000.0,40.881,-73.867,10.778977123006351,15.789591722875162,2.0,East Bronx,Bronx County
792,Co-op for sale,335000,2,1.0,745.0,40.752,-73.885,6.61472560020376,12.721888795877375,1.0,Jackson Heights,Queens County
793,House for sale,599000,3,2.0,,40.585,-73.822,,13.303018546545275,2.0,Rockaway Park,Queens County
794,Townhouse for sale,334999,1,2.0,1059.0,40.56,-74.185,6.966024187106113,12.721885810807203,2.0,Arden Heights,Richmond County
795,Co-op for sale,295000,1,1.0,,40.883,-73.916,,12.59473402514672,1.0,Spuyten Duyvil,Bronx County
796,House for sale,560000,3,2.0,,40.824,-73.846,,13.235693848424024,2.0,East Bronx,Bronx County
797,House for sale,799000,3,2.0,2279.0,40.613,-73.902,7.731930721948486,13.591117476312084,2.0,Bergen Beach,Kings County
798,Condo for sale,720000,3,2.0,1046.0,40.687,-73.926,6.953684210870537,13.487007879880162,2.0,Bedford-Stuyvesant,Kings County
799,Contingent,249999,1,1.0,750.0,40.552,-74.145,6.621405651764134,12.429216196844383,1.0,Great Kills,Richmond County
800,House for sale,850000,3,2.0,,40.67,-73.821,,13.652992804936396,2.0,Jamaica,Queens County
801,Multi-family home for sale,750000,3,2.0,,40.593,-73.975,,13.527829818844937,2.0,Gravesend,Kings County
802,Multi-family home for sale,625000,5,2.3738608579684373,,40.68,-73.882,,13.345508528717259,2.0,Cypress Hills,Kings County
803,House for sale,650000,2,2.0,896.0,40.745,-73.72,6.799055862058796,13.384729180332174,2.0,Jamaica,Queens County
804,Townhouse for sale,4845000,9,6.0,5939.0,40.809,-73.94,8.68946441235669,15.39345800970533,6.0,Manhattan,New York County
805,Co-op for sale,580000,1,1.0,,40.766,-73.984,,13.270785106659046,1.0,Manhattan,New York County
806,Co-op for sale,887785,2,2.0,,40.746,-73.826,,13.696486001940322,2.0,Flushing,Queens County
807,Condo for sale,499999,3,1.0,701.0,40.593,-73.957,6.553933404025811,13.122363377404328,1.0,Homecrest,Kings County
808,Pending,599000,4,2.0,1348.0,40.843,-73.831,7.207118856207756,13.303018546545275,2.0,Pelham Bay,Bronx County
809,Pending,1149000,5,4.0,2169.0,40.684,-73.882,7.682482446534506,13.954403427152533,4.0,Cypress Hills,Kings County
810,House for sale,988000,4,2.3738608579684373,2400.0,40.595,-74.09,7.783640596221253,13.803438988875241,2.0,Dongan Hills,Richmond County
811,House for sale,764600,4,2.0,1884.0,40.55,-74.139,7.541683099882111,13.547109408116992,2.0,Great Kills,Richmond County
812,Condo for sale,699900,1,1.0,,40.745,-73.95,,13.45869417545215,1.0,Long Island City,Queens County
813,Townhouse for sale,5495000,5,4.0,4296.0,40.673,-73.975,8.365672383774996,15.519349327803464,4.0,Park Slope,Kings County
814,House for sale,3900000,5,6.0,7723.0,40.792,-73.826,8.952087643548404,15.176487367510099,6.0,Flushing,Queens County
815,Co-op for sale,999000,2,2.0,,40.762,-73.95,,13.81451105863119,2.0,Manhattan,New York County
816,Townhouse for sale,10495000,7,4.0,5100.0,40.692,-73.997,8.537191877922927,16.166409606520332,4.0,Brooklyn Heights,Kings County
817,Co-op for sale,188000,3,1.0,,40.751,-73.902,,12.144202560946876,1.0,Woodside,Queens County
818,House for sale,499900,3,2.0,1232.0,40.553,-74.2,7.117205503164344,13.12216535779974,2.0,Rossville,Richmond County
819,Co-op for sale,545000,1,1.0,,40.786,-73.97,,13.208542908506082,1.0,Manhattan,New York County
820,Condo for sale,705000,2,2.0,,40.714,-73.886,,13.465954500233115,2.0,Flushing,Queens County
821,House for sale,1289000,4,4.0,,40.745,-73.714,,14.069378057716214,4.0,Floral Park,Queens County
822,Co-op for sale,389000,2,1.0,,40.732,-73.902,,12.871337193291367,1.0,Maspeth,Queens County
823,Co-op for sale,350000,2,1.0,,40.64,-74.019,,12.765691290604371,1.0,Sunset Park,Kings County
824,Condo for sale,295000,3,1.0,,40.815,-73.938,,12.59473402514672,1.0,Manhattan,New York County
825,Multi-family home for sale,918000,4,3.0,,40.709,-73.855,,13.729953758926653,3.0,Forest Hills,Queens County
826,Multi-family home for sale,1799000,4,3.0,3176.0,40.72,-73.851,8.063692634269517,14.402742068796885,3.0,Forest Hills,Queens County
827,Multi-family home for sale,989000,4,2.0,1827.0,40.593,-73.954,7.510977752014095,13.804450621726684,2.0,Homecrest,Kings County
828,Multi-family home for sale,890000,5,2.0,2144.0,40.596,-74.067,7.6708948313621175,13.698977865303197,2.0,Arrochar,Richmond County
829,Condo for sale,469888,2,2.0,1164.0,40.848,-73.786,7.060476365999801,13.060251775580898,2.0,City Island,Bronx County
830,Co-op for sale,310000,2,1.0,,40.826,-73.953,,12.644330802262578,1.0,Manhattan,New York County
831,Co-op for sale,479000,1,1.0,,40.789,-73.979,,13.079457964073546,1.0,Manhattan,New York County
832,House for sale,1290000,4,3.0,,40.785,-73.828,,14.070153551531353,3.0,Flushing,Queens County
833,Townhouse for sale,4250000,3,4.0,3376.0,40.678,-73.97,8.124743020385568,15.26242977619469,4.0,Prospect Heights,Kings County
834,Townhouse for sale,7400000,4,2.3738608579684373,3700.0,40.682,-73.99,8.216358332386156,15.816990693309524,2.0,Gowanus,Kings County
835,House for sale,899000,3,2.0,,40.752,-73.79,,13.70903942580019,2.0,Auburndale,Queens County
836,House for sale,16500000,2,2.0,5834.0,40.742,-74.0,8.671629544720656,16.61887099947687,2.0,Manhattan,New York County
837,Co-op for sale,659000,3,2.0,1300.0,40.822,-73.811,7.170888478512505,13.398480330934175,2.0,East Bronx,Bronx County
838,House for sale,1150000,5,3.0,,40.653,-73.84,,13.955273369904273,3.0,Howard Beach,Queens County
839,Multi-family home for sale,499000,5,2.0,,40.66,-73.935,,13.120363378739663,2.0,Little Caribbean,Kings County
840,House for sale,725000,3,2.0,1476.0,40.558,-74.117,7.29776828253138,13.493928313146206,2.0,Oakwood,Richmond County
841,Condo for sale,929000,3,2.0,,40.746,-73.733,,13.74186509422166,2.0,Flushing,Queens County
842,Co-op for sale,629000,2,2.0,1600.0,40.756,-73.721,7.3783837129967145,13.351888125506433,2.0,Little Neck,Queens County
843,House for sale,285000,3,1.0,1428.0,40.638,-74.171,7.264730177929867,12.560247968016562,1.0,Mariners Harbor,Richmond County
844,Co-op for sale,315000,2,1.0,,40.776,-73.908,,12.660331092405906,1.0,Astoria,Queens County
845,Condo for sale,698000,2,2.0,824.0,40.762,-73.826,6.715383386334681,13.455975814408239,2.0,Flushing,Queens County
846,House for sale,849000,4,3.0,,40.73,-73.72,,13.651815643149092,3.0,Jamaica,Queens County
847,Townhouse for sale,1775000,6,4.0,4900.0,40.869,-73.922,8.497194544909547,14.389311544271775,4.0,Manhattan,New York County
848,Townhouse for sale,3850000,4,2.0,2160.0,40.775,-73.95,7.6783263565068856,15.163583966004193,2.0,Manhattan,New York County
849,Condo for sale,4500000,5,4.0,3180.0,40.71,-74.018,8.064950891749143,15.319588176962746,4.0,Manhattan,New York County
850,House for sale,465000,2,2.0,988.0,40.829,-73.816,6.8966943316227125,13.049794835104816,2.0,East Bronx,Bronx County
851,Contingent,869900,4,2.0,2280.0,40.587,-74.155,7.732369222284388,13.676134691052392,2.0,New Springville,Richmond County
852,Multi-family home for sale,699000,3,2.3738608579684373,2034.0,40.867,-73.857,7.618251097876695,13.457407451830088,2.0,Laconia,Bronx County
853,House for sale,799000,3,2.0,864.0,40.559,-74.126,6.762729506931879,13.591117476312084,2.0,Oakwood,Richmond County
854,Condo for sale,290000,1,1.0,,40.726,-73.859,,12.577639650232573,1.0,Rego Park,Queens County
855,House for sale,575000,5,3.0,2076.0,40.897,-73.859,7.638679823876112,13.26212705890841,3.0,East Bronx,Bronx County
856,Pending,500000,5,3.0,2472.0,40.634,-73.998,7.813187267521416,13.122365377402328,3.0,Borough Park,Kings County
857,House for sale,2750000,3,5.0,4600.0,40.613,-73.909,8.434028950155469,14.827111833279051,5.0,Mill Basin,Kings County
858,Condo for sale,495000,2,1.0,766.0,40.853,-73.935,6.642486801367256,13.112315061750808,1.0,Manhattan,New York County
859,Multi-family home for sale,1199000,4,4.0,2279.0,40.546,-74.156,7.731930721948486,13.99699926803766,4.0,Great Kills,Richmond County
860,Co-op for sale,605000,3,2.0,1500.0,40.882,-73.922,7.313886831633462,13.312985389904174,2.0,Spuyten Duyvil,Bronx County
861,Co-op for sale,550000,2,1.0,,40.649,-74.002,,13.217675375388819,1.0,Sunset Park,Kings County
862,House for sale,768000,3,2.0,1065.0,40.769,-73.785,6.97166860472579,13.551546314212295,2.0,Flushing,Queens County
863,Condo for sale,2099000,3,2.0,1711.0,40.702,-73.987,7.445417556701687,14.556972075219997,2.0,Dumbo,Kings County
864,Co-op for sale,575000,3,2.0,1480.0,40.589,-73.939,7.300472814267799,13.26212705890841,2.0,Sheepshead Bay,Kings County
865,House for sale,639000,3,2.0,1224.0,40.832,-73.827,7.110696122978827,13.367661298303675,2.0,East Bronx,Bronx County
866,Co-op for sale,525000,3,1.0,,40.777,-73.986,,13.171155446333852,1.0,Manhattan,New York County
867,House for sale,850000,3,2.3738608579684373,2160.0,40.593,-74.066,7.6783263565068856,13.652992804936396,2.0,Arrochar,Richmond County
868,Multi-family home for sale,674999,5,2.0,2600.0,40.832,-73.887,7.8636512654486515,13.422467969854667,2.0,West Bronx,Bronx County
869,Condo for sale,345000,1,1.0,,40.714,-73.79,,12.75130259456002,1.0,Jamaica,Queens County
870,Multi-family home for sale,788888,5,2.0,3443.0,40.626,-73.921,8.144388865547622,13.578380905520385,2.0,Flatlands,Kings County
871,Co-op for sale,379000,2,2.0,1160.0,40.632,-73.945,7.057036981697891,12.84529412258351,2.0,Little Haiti,Kings County
872,Pending,1495000,1,1.0,814.0,40.69,-73.983,6.703188113240863,14.217637433703022,1.0,Downtown Brooklyn,Kings County
873,Pending,2288000,4,3.0,1788.0,40.62,-74.018,7.489412083508719,14.643189068544666,3.0,Dyker Heights,Kings County
874,Multi-family home for sale,699000,4,2.0,,40.696,-73.847,,13.457407451830088,2.0,Jamaica,Queens County
875,Co-op for sale,250000,1,1.0,900.0,40.881,-73.91,6.803505257608338,12.429220196836383,1.0,Spuyten Duyvil,Bronx County
876,House for sale,1120000,3,2.0,,40.764,-73.721,,13.928840136128022,2.0,Flushing,Queens County
877,Townhouse for sale,25000000,7,2.3738608579684373,20000.0,40.721,-74.009,9.90353755128617,17.034386422832473,2.0,Manhattan,New York County
878,House for sale,858000,2,2.0,,40.733,-73.882,,13.662360543970586,2.0,Elmhurst,Queens County
879,Co-op for sale,1275000,1,1.0,1000.0,40.764,-73.994,6.90875477931522,14.058457520888082,1.0,Manhattan,New York County
880,House for sale,1070000,4,2.0,2192.0,40.599,-74.067,7.693025748417888,13.883170141017091,2.0,Arrochar,Richmond County
881,Townhouse for sale,4800000,10,4.0,5353.0,40.672,-73.982,8.585599224080298,15.38412668421143,4.0,Park Slope,Kings County
882,Townhouse for sale,14600000,6,2.3738608579684373,6630.0,40.778,-73.979,8.799510901368867,16.496532155171714,2.0,Manhattan,New York County
883,Co-op for sale,895000,2,2.0,,40.782,-73.979,,13.704580114574805,2.0,Manhattan,New York County
884,House for sale,1250000,6,3.0,2400.0,40.839,-73.824,7.783640596221253,14.038654909278163,3.0,East Bronx,Bronx County
885,Multi-family home for sale,1788000,6,5.0,,40.749,-73.828,,14.396608793999556,5.0,Flushing,Queens County
886,Multi-family home for sale,799000,4,3.0,1344.0,40.64,-73.911,7.20414929203594,13.591117476312084,3.0,Canarsie,Kings County
887,House for sale,879000,3,2.0,,40.715,-73.878,,13.686541314323094,2.0,Flushing,Queens County
888,Multi-family home for sale,963000,4,4.0,2400.0,40.517,-74.238,7.783640596221253,13.777809729201323,4.0,Tottenville,Richmond County
889,Multi-family home for sale,998000,11,6.0,,40.619,-73.939,,13.813509557297108,6.0,Marine Park,Kings County
890,Co-op for sale,950000,2,1.0,1000.0,40.776,-73.986,6.90875477931522,13.76421831620775,1.0,Manhattan,New York County
891,Condo for sale,410000,2,1.0,,40.58,-74.161,,12.923914877701906,1.0,New Springville,Richmond County
892,Co-op for sale,269000,1,1.0,900.0,40.713,-73.793,6.803505257608338,12.502470376049185,1.0,Jamaica Hills,Queens County
893,House for sale,8500000,7,6.0,7000.0,40.722,-74.008,8.853808274977197,15.955576839107596,6.0,Manhattan,New York County
894,Co-op for sale,550000,2,1.0,1069.0,40.719,-73.846,6.975413927455952,13.217675375388819,1.0,Forest Hills,Queens County
895,Multi-family home for sale,940000,9,4.0,,40.695,-73.805,,13.753636218075409,4.0,Jamaica,Queens County
896,House for sale,865000,3,3.0,,40.736,-73.904,,13.670485941982712,3.0,Flushing,Queens County
897,Condo for sale,7995000,3,4.0,4412.0,40.745,-73.984,8.392310009269547,15.894327029328357,4.0,Manhattan,New York County
898,House for sale,690000,3,2.0,1284.0,40.588,-74.074,7.158513997329321,13.444448325847754,2.0,Arrochar,Richmond County
899,Co-op for sale,330000,3,1.0,,40.699,-73.852,,12.706850963741102,1.0,Woodhaven,Queens County
900,Townhouse for sale,8750000,7,8.0,5000.0,40.735,-74.003,8.517393171418904,15.984564372619506,8.0,Manhattan,New York County
901,Co-op for sale,619000,2,2.0,1200.0,40.577,-73.954,7.0909098220799835,13.335862167174314,2.0,Brighton Beach,Kings County
902,House for sale,899000,3,1.0,1050.0,40.614,-74.164,6.957497370876951,13.70903942580019,1.0,Bulls Head,Richmond County
903,House for sale,1175000,2,2.0,1144.0,40.631,-74.038,7.0431599159883405,13.976779556623864,2.0,Bay Ridge,Kings County
904,Multi-family home for sale,2999000,8,2.3738608579684373,6000.0,40.619,-74.012,8.699681400989514,14.913789791175573,2.0,Dyker Heights,Kings County
905,Condo for sale,1395000,2,2.0,1793.0,40.78,-73.983,7.492203042618741,14.148405690083225,2.0,Manhattan,New York County
906,Co-op for sale,800000,2,2.0,,40.754,-73.887,,13.592368256649284,2.0,Jackson Heights,Queens County
907,Co-op for sale,499000,2,1.0,686.0,40.762,-73.992,6.532334292222349,13.120363378739663,1.0,Manhattan,New York County
908,House for sale,1625000,4,4.0,2743.0,40.79,-73.977,7.917171988845776,14.301018989130402,4.0,Manhattan,New York County
909,House for sale,799999,3,3.0,1444.0,40.711,-73.741,7.275864600546533,13.592367006650065,3.0,Jamaica,Queens County
910,House for sale,1139000,4,4.0,3150.0,40.531,-74.191,8.055475141757274,13.94566212039206,4.0,Prince's Bay,Richmond County
911,House for sale,529000,3,2.0,1650.0,40.806,-73.858,7.409136443920128,13.178745601197818,2.0,Clason Point,Bronx County
912,Co-op for sale,300000,3,1.0,1200.0,40.586,-73.941,7.0909098220799835,12.611541086966115,1.0,Sheepshead Bay,Kings County
913,House for sale,799000,5,4.0,1802.0,40.596,-73.986,7.497207223203318,13.591117476312084,4.0,Brooklyn,Kings County
914,Multi-family home for sale,869000,6,3.0,1526.0,40.851,-73.856,7.3310603052186325,13.675099554994853,3.0,Morris Park,Bronx County
915,House for sale,749000,3,2.0,1480.0,40.853,-73.848,7.300472814267799,13.52649559761195,2.0,Morris Park,Bronx County
916,Co-op for sale,240900,2,1.0,875.0,40.88,-73.92,6.775366090936392,12.392141339694389,1.0,Spuyten Duyvil,Bronx County
917,House for sale,1295000,3,1.0,,40.749,-73.916,,14.07402202531625,1.0,Long Island City,Queens County
918,Pending,3850000,8,6.0,6200.0,40.625,-73.954,8.732465848349879,15.163583966004193,6.0,Midwood,Kings County
919,House for sale,549000,5,2.0,1716.0,40.572,-74.097,7.448333860897476,13.215855541983634,2.0,Midland Beach,Richmond County
920,Co-op for sale,129000,1,1.0,750.0,40.9,-73.862,6.621405651764134,11.767575435251748,1.0,East Bronx,Bronx County
921,House for sale,475000,3,2.0,900.0,40.616,-74.082,6.803505257608338,13.07107218827772,2.0,Park Hill,Richmond County
922,Multi-family home for sale,980000,4,3.0,1408.0,40.612,-73.93,7.25063551189868,13.795308871054397,3.0,Marine Park,Kings County
923,Multi-family home for sale,1199000,4,2.0,1824.0,40.612,-74.008,7.509335266016592,13.99699926803766,2.0,Bensonhurst,Kings County
924,Townhouse for sale,1299999,5,5.0,3134.0,40.588,-73.793,8.050384453067021,14.077874822431765,5.0,Arverne,Queens County
925,Co-op for sale,265000,2,1.0,1100.0,40.607,-73.959,7.00397413672268,12.487488878546145,1.0,Homecrest,Kings County
926,Co-op for sale,262500,1,1.0,,40.882,-73.92,,12.47801017053037,1.0,Spuyten Duyvil,Bronx County
927,House for sale,2699000,7,6.0,11250.0,40.609,-74.06,9.328212292571072,14.808392262507668,6.0,Shore Acres,Richmond County
928,House for sale,1200000,4,4.0,3300.0,40.858,-73.837,8.101980731853192,13.997832948091215,4.0,Pelham Gardens,Bronx County
929,Co-op for sale,850000,1,1.0,,40.729,-74.003,,13.652992804936396,1.0,Manhattan,New York County
930,House for sale,989000,6,4.0,2720.0,40.512,-74.247,7.908754738783246,13.804450621726684,4.0,Tottenville,Richmond County
931,Multi-family home for sale,899999,5,3.0,1800.0,40.902,-73.9,7.496097345175956,13.710150042306449,3.0,North Riverdale,Bronx County
932,House for sale,2780000,5,6.0,3045.0,40.797,-73.816,8.021584533455107,14.837961845378985,6.0,Flushing,Queens County
933,Co-op for sale,999000,2,1.0,1050.0,40.792,-73.973,6.957497370876951,13.81451105863119,1.0,Manhattan,New York County
934,Multi-family home for sale,699000,6,2.0,,40.637,-73.934,,13.457407451830088,2.0,East Flatbush,Kings County
935,Condo for sale,60000,3,1.0,445.0,40.761,-73.975,6.100318952020064,11.002116507732017,1.0,Manhattan,New York County
936,House for sale,499999,4,2.0,1248.0,40.629,-74.139,7.130098510125578,13.122363377404328,2.0,Port Richmond,Richmond County
937,House for sale,599999,3,2.0,1272.0,40.611,-74.075,7.149131598557407,13.304684934198283,2.0,Rosebank,Richmond County
938,House for sale,725000,4,2.0,2000.0,40.62,-74.124,7.601402334583733,13.493928313146206,2.0,Castleton Corners,Richmond County
939,House for sale,998888,3,2.0,1780.0,40.612,-74.032,7.484930283289661,13.814398940346283,2.0,Fort Hamilton,Kings County
940,Multi-family home for sale,980000,3,4.0,2700.0,40.586,-73.925,7.901377353792616,13.795308871054397,4.0,Gerritsen Beach,Kings County
941,House for sale,800000,3,2.0,,40.716,-73.886,,13.592368256649284,2.0,Flushing,Queens County
942,House for sale,1299000,3,4.0,4450.0,40.855,-73.791,8.400884069015854,14.07710606547538,4.0,City Island,Bronx County
943,House for sale,799000,3,2.0,1128.0,40.617,-73.942,7.029087564149662,13.591117476312084,2.0,Marine Park,Kings County
944,House for sale,995000,3,2.0,3080.0,40.851,-73.854,8.033009498596668,13.81049902116535,2.0,Morris Park,Bronx County
945,House for sale,1250000,5,3.0,2295.0,40.617,-73.988,7.738923757439457,14.038654909278163,3.0,Bensonhurst,Kings County
946,Multi-family home for sale,1275000,3,4.0,,40.768,-73.744,,14.058457520888082,4.0,Flushing,Queens County
947,Multi-family home for sale,749999,6,3.0,3150.0,40.845,-73.868,8.055475141757274,13.527828485512494,3.0,Van Nest,Bronx County
948,Townhouse for sale,2650000,5,4.0,4100.0,40.671,-73.947,8.31898612539206,14.790070575320824,4.0,Crown Heights,Kings County
949,Co-op for sale,999000,2,1.0,,40.787,-73.974,,13.81451105863119,1.0,Manhattan,New York County
950,Co-op for sale,279000,2,1.0,,40.707,-73.824,,12.53897064502647,1.0,Kew Gardens,Queens County
951,Condo for sale,479000,2,2.0,1008.0,40.578,-74.158,6.9167150203536085,13.079457964073546,2.0,New Springville,Richmond County
952,Co-op for sale,2300000,2,2.0,1600.0,40.724,-73.978,7.3783837129967145,14.648420115681892,2.0,Manhattan,New York County
953,Pending,294000,1,2.0,1074.0,40.758,-73.716,6.980075940561763,12.591338447675579,2.0,Glen Oaks,Queens County
954,Multi-family home for sale,1390000,6,5.0,2245.0,40.711,-73.736,7.716906135298388,14.144815024531075,5.0,Jamaica,Queens County
955,Co-op for sale,450000,3,2.0,1026.0,40.732,-73.861,6.934397209928558,13.017005083966255,2.0,Rego Park,Queens County
956,Co-op for sale,999000,3,2.0,,40.798,-73.968,,13.81451105863119,2.0,Manhattan,New York County
957,House for sale,1999000,4,4.0,3420.0,40.594,-74.106,8.137688184977605,14.508158113732536,4.0,Todt Hill,Richmond County
958,Mobile house for sale,1288000,6,3.0,,40.761,-73.862,,14.06860196204365,3.0,Flushing,Queens County
959,Multi-family home for sale,639888,5,3.0,1376.0,40.556,-74.198,7.227662498728654,13.369050002793832,3.0,Village greens,Richmond County
960,House for sale,569900,4,2.0,2180.0,40.64,-74.081,7.687538766201629,13.253217940515357,2.0,Mid Island,Richmond County
961,House for sale,1630000,7,4.0,,40.77,-73.732,,14.30409118627969,4.0,Flushing,Queens County
962,Multi-family home for sale,689888,3,2.0,1300.0,40.678,-73.819,7.170888478512505,13.444285994067329,2.0,Jamaica,Queens County
963,Co-op for sale,378000,2,1.0,,40.734,-73.82,,12.84265212010087,1.0,Flushing,Queens County
964,Townhouse for sale,23900000,6,2.3738608579684373,7110.0,40.779,-73.984,8.869398159883518,16.98938905874274,2.0,Manhattan,New York County
965,Co-op for sale,149000,1,1.0,,40.758,-73.857,,11.91170829631447,1.0,Corona,Queens County
966,House for sale,589000,4,3.0,1320.0,40.636,-74.167,7.186144304522325,13.286183160425152,3.0,Mariners Harbor,Richmond County
967,Pending,958000,3,2.0,2259.0,40.529,-74.169,7.723120092266331,13.772604100793789,2.0,Southeast Annadale,Richmond County
968,Co-op for sale,195000,1,1.0,,40.766,-73.745,,12.180759965737863,1.0,Flushing,Queens County
969,House for sale,299000,1,1.0,608.0,40.564,-74.099,6.411818267709897,12.608202196848836,1.0,New Dorp Beach,Richmond County
970,House for sale,1750000,4,4.0,3645.0,40.797,-73.823,8.201385955238608,14.375126917328105,4.0,Whitestone,Queens County
971,Townhouse for sale,815000,3,2.0,,40.723,-73.878,,13.610944619216111,2.0,Flushing,Queens County
972,Multi-family home for sale,989000,5,3.0,,40.753,-73.884,,13.804450621726684,3.0,Flushing,Queens County
973,Condo for sale,1075000,2,2.0,,40.751,-73.997,,13.887832149776026,2.0,Manhattan,New York County
974,House for sale,879000,2,1.0,1000.0,40.762,-73.958,6.90875477931522,13.686541314323094,1.0,Manhattan,New York County
975,Co-op for sale,999995,2,1.0,,40.732,-73.989,,13.815506557956274,1.0,Manhattan,New York County
976,Co-op for sale,430000,2,2.0,1200.0,40.883,-73.921,7.0909098220799835,12.971542813248437,2.0,Spuyten Duyvil,Bronx County
977,Co-op for sale,445000,3,2.0,,40.755,-73.826,,13.005831808336863,2.0,Flushing,Queens County
978,House for sale,999000,3,2.0,1900.0,40.623,-74.011,7.550135342488429,13.81451105863119,2.0,Dyker Heights,Kings County
979,House for sale,2299000,6,4.0,,40.717,-73.85,,14.64798523871695,4.0,Flushing,Queens County
980,House for sale,1225000,4,2.0,1960.0,40.768,-73.767,7.581209826196346,14.018452218287162,2.0,Flushing,Queens County
981,House for sale,849000,3,2.0,,40.728,-73.873,,13.651815643149092,2.0,Flushing,Queens County
982,House for sale,1350000,4,3.0,1760.0,40.729,-73.783,7.473637108496206,14.115615891155079,3.0,Flushing,Queens County
983,House for sale,1600000,4,4.0,3150.0,40.536,-74.199,8.055475141757274,14.285514812209815,4.0,Woodrow,Richmond County
984,Condo for sale,600000,3,1.0,441.0,40.769,-73.982,6.091309882077698,13.304686600863562,1.0,Manhattan,New York County
985,Co-op for sale,435000,3,1.0,,40.78,-73.984,,12.983103608918753,1.0,Manhattan,New York County
986,Pending,4999999,4,4.0,4342.0,40.63,-74.038,8.376320632534823,15.424948470398375,4.0,Bay Ridge,Kings County
987,Pending,800000,3,2.3738608579684373,,40.639,-73.885,,13.592368256649284,2.0,Canarsie,Kings County
988,Co-op for sale,329000,1,1.0,750.0,40.616,-74.034,6.621405651764134,12.703816069256568,1.0,Fort Hamilton,Kings County
989,Townhouse for sale,10975000,3,4.0,,40.696,-73.994,,16.211130608041678,4.0,Brooklyn Heights,Kings County
990,House for sale,599000,4,2.0,,40.7,-73.788,,13.303018546545275,2.0,Jamaica,Queens County
991,House for sale,699999,4,2.0,,40.686,-73.874,,13.458835614025542,2.0,Cypress Hills,Kings County
992,Pending,539000,1,1.0,725.0,40.787,-73.786,6.587550014824796,13.197472705176983,1.0,Flushing,Queens County
993,Co-op for sale,370000,3,1.0,,40.745,-73.984,,12.821260987319457,1.0,Manhattan,New York County
994,Townhouse for sale,1499000,9,6.0,,40.584,-73.974,,14.22030944419592,6.0,Gravesend,Kings County
995,Co-op for sale,299000,1,1.0,,40.754,-73.994,,12.608202196848836,1.0,Manhattan,New York County
996,House for sale,2400000,5,4.0,3800.0,40.575,-74.13,8.24301946898925,14.690979711984754,4.0,Lighthouse Hill,Richmond County
997,Condo for sale,275000,1,1.0,850.0,40.606,-73.943,6.7464121285733745,12.524530013005734,1.0,Madison,Kings County
998,Co-op for sale,1395000,3,3.0,1750.0,40.797,-73.972,7.467942332285852,14.148405690083225,3.0,Manhattan,New York County
999,Condo for sale,568000,2,1.0,550.0,40.614,-73.997,6.311734809152915,13.249878458265119,1.0,Bensonhurst,Kings County
1000,Multi-family home for sale,1049000,3,2.0,,40.775,-73.902,,13.863348840666827,2.0,Astoria,Queens County
1001,House for sale,899000,4,2.0,1200.0,40.779,-73.826,7.0909098220799835,13.70903942580019,2.0,Whitestone,Queens County
1002,Co-op for sale,495000,1,1.0,,40.789,-73.977,,13.112315061750808,1.0,Manhattan,New York County
1003,House for sale,535000,3,3.0,1328.0,40.836,-73.912,7.192182058713246,13.190023895035274,3.0,Claremont,Bronx County
1004,House for sale,799999,3,2.0,1596.0,40.542,-74.168,7.3758821482150125,13.592367006650065,2.0,Annadale,Richmond County
1005,Condo for sale,1989000,2,2.0,1274.0,40.76,-73.992,7.150701457592526,14.503143060601191,2.0,Manhattan,New York County
1006,House for sale,699000,6,4.0,2223.0,40.819,-73.895,7.707062655370473,13.457407451830088,4.0,Woodstock,Bronx County
1007,Co-op for sale,369000,1,1.0,900.0,40.876,-73.918,6.803505257608338,12.818554633046093,1.0,The Bronx,
1008,House for sale,599000,4,4.0,2100.0,40.608,-73.757,7.650168700845001,13.303018546545275,4.0,Far Rockaway,Queens County
1009,Co-op for sale,169000,1,1.0,680.0,40.615,-73.946,6.523562306149512,12.037659911047468,1.0,Midwood,Kings County
1010,House for sale,749000,3,2.0,1600.0,40.854,-73.849,7.3783837129967145,13.52649559761195,2.0,Morris Park,Bronx County
1011,House for sale,1099000,5,4.0,3500.0,40.546,-74.185,8.160803920954665,13.909912143303451,4.0,Woodrow,Richmond County
1012,Townhouse for sale,475000,2,2.0,1364.0,40.563,-74.142,7.21890970761906,13.07107218827772,2.0,Richmond,Richmond County
