,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,SQFT_W,PRICE_W,BATH_clean,sublocality,administrative_area
1013,Co-op for sale,124900,1,1.0,676.0,40.881,-73.876,6.517671272912275,11.735276702486741,1.0,Norwood,Bronx County
1014,Contingent,619000,3,2.0,1943.0,40.548,-74.199,7.572502985020384,13.335862167174314,2.0,Rossville,Richmond County
1015,Contingent,599000,3,1.0,1008.0,40.582,-74.103,6.9167150203536085,13.303018546545275,1.0,Midland Beach,Richmond County
1016,Contingent,689900,3,2.0,1486.0,40.613,-74.093,7.304515946460155,13.444303388018582,2.0,Mid Island,Richmond County
1017,House for sale,5900000,7,8.0,10100.0,40.898,-73.903,9.220389707829185,15.59046307836746,8.0,Fieldston,Bronx County
1018,Condo for sale,249000,2,1.0,815.0,40.841,-73.854,6.704414354964107,12.425212191503038,1.0,Parkchester,Bronx County
1019,Condo for sale,509000,3,1.0,,40.754,-73.876,,13.140205260167273,1.0,Jackson Heights,Queens County
1020,Townhouse for sale,549000,3,2.0,1150.0,40.503,-74.239,7.048386408721883,13.215855541983634,2.0,Tottenville,Richmond County
1021,Townhouse for sale,2995000,4,6.0,,40.682,-73.937,,14.912455123421447,6.0,Stuyvesant Heights,Kings County
1022,Multi-family home for sale,1999000,6,4.0,3850.0,40.911,-73.902,8.25608813381491,14.508158113732536,4.0,North Riverdale,Bronx County
1023,Multi-family home for sale,350000,3,2.3738608579684373,,40.859,-73.892,,12.765691290604371,2.0,Belmont,Bronx County
1024,Co-op for sale,269000,1,1.0,,40.776,-73.909,,12.502470376049185,1.0,Astoria,Queens County
1025,House for sale,7500000,6,2.3738608579684373,,40.898,-73.905,,15.830413711839864,2.0,Fieldston,Bronx County
1026,Townhouse for sale,9950000,10,10.0,,40.785,-73.956,,16.11308320963728,10.0,Manhattan,New York County
1027,Condo for sale,2200000,3,4.0,1779.0,40.769,-73.95,7.484368643286131,14.603968372873895,4.0,Manhattan,New York County
1028,House for sale,479000,4,2.0,1800.0,40.671,-73.761,7.496097345175956,13.079457964073546,2.0,Jamaica,Queens County
1029,Co-op for sale,60000000,8,8.0,,40.776,-73.964,,17.909855136853043,8.0,United States,New York County
1030,Co-op for sale,329000,1,1.0,,40.719,-73.845,,12.703816069256568,1.0,Forest Hills,Queens County
1031,Pending,1500000,5,7.0,4384.0,40.835,-73.946,8.385944904806284,14.220976332738882,7.0,Manhattan,New York County
1032,Multi-family home for sale,560000,3,2.3738608579684373,,40.632,-73.955,,13.235693848424024,2.0,Flatbush,Kings County
1033,Townhouse for sale,588000,4,3.0,2160.0,40.868,-73.908,7.6783263565068856,13.28448392755959,3.0,Fordham Manor,Bronx County
1034,Condo for sale,3300000,2,2.0,1652.0,40.772,-73.956,7.410347097821024,15.009433329466965,2.0,Manhattan,New York County
1035,Co-op for sale,169999,2,1.0,,40.758,-73.856,,12.043553716032399,1.0,Corona,Queens County
1036,Co-op for sale,439000,1,1.0,950.0,40.638,-74.074,6.85751406254539,12.992256969959042,1.0,Mid Island,Richmond County
1037,House for sale,758000,3,2.0,1760.0,40.709,-73.865,7.473637108496206,13.538439983884853,2.0,Flushing,Queens County
1038,Co-op for sale,448000,3,1.0,,40.793,-73.798,,13.012550743537489,1.0,Flushing,Queens County
1039,Townhouse for sale,2977000,4,4.0,2601.0,40.683,-74.005,7.86403565907245,14.90642697590649,4.0,Columbia Street Waterfront District,Kings County
1040,Co-op for sale,385000,1,1.0,900.0,40.877,-73.918,6.803505257608338,12.861001210669146,1.0,Spuyten Duyvil,Bronx County
1041,House for sale,1475000,5,4.0,1928.0,40.6,-73.746,7.564757012905729,14.204169225721929,4.0,Far Rockaway,Queens County
1042,House for sale,978000,3,2.0,,40.734,-73.777,,13.79326597151132,2.0,Flushing,Queens County
1043,Condo for sale,2700000,3,3.0,1398.0,40.732,-73.961,7.243512974665482,14.80876270134486,3.0,Greenpoint,Kings County
1044,Co-op for sale,349000,2,1.0,900.0,40.88,-73.917,6.803505257608338,12.762830066509972,1.0,Spuyten Duyvil,Bronx County
1045,Townhouse for sale,790000,3,2.0,1596.0,40.776,-73.848,7.3758821482150125,13.579789490265188,2.0,Flushing,Queens County
1046,Condo for sale,750000,2,2.0,995.0,40.778,-73.781,6.903747257584598,13.527829818844937,2.0,Flushing,Queens County
1047,Co-op for sale,1195000,3,3.0,995.0,40.883,-73.917,6.903747257584598,13.993657580167481,3.0,Spuyten Duyvil,Bronx County
1048,Co-op for sale,1750000,3,3.0,995.0,40.799,-73.972,6.903747257584598,14.375126917328105,3.0,Manhattan,New York County
1049,House for sale,874999,3,2.0,2868.0,40.577,-74.119,7.9617188159813645,13.681979165339751,2.0,New Dorp,Richmond County
1050,Co-op for sale,324900,1,1.0,900.0,40.872,-73.918,6.803505257608338,12.691275799522568,1.0,Manhattan,New York County
1051,Co-op for sale,97500,2,1.0,791.0,40.828,-73.882,6.674561391814426,11.487617913343598,1.0,East Bronx,Bronx County
1052,Condo for sale,2200000,2,2.0,2035.0,40.771,-73.967,7.618742377670413,14.603968372873895,2.0,Manhattan,New York County
1053,Contingent,999000,4,4.0,1798.0,40.603,-74.074,7.4949862339505335,13.81451105863119,4.0,Concord,Richmond County
1054,House for sale,550000,2,2.0,995.0,40.821,-73.807,6.903747257584598,13.217675375388819,2.0,East Bronx,Bronx County
1055,Co-op for sale,519999,3,2.0,1100.0,40.755,-73.875,7.00397413672268,13.16158409055761,2.0,Jackson Heights,Queens County
1056,House for sale,729000,2,1.0,1100.0,40.534,-74.2,7.00397413672268,13.499430382731967,1.0,Woodrow,Richmond County
1057,House for sale,2898555,5,5.0,7200.0,40.52,-74.178,8.881975184248867,14.879723239913396,5.0,Southeast Annadale,Richmond County
1058,House for sale,611999,3,2.0,,40.697,-73.732,,13.324487561494463,2.0,Jamaica,Queens County
1059,House for sale,1500000,3,3.0,2100.0,40.579,-73.942,7.650168700845001,14.220976332738882,3.0,Manhattan Beach,Kings County
1060,House for sale,5600000,5,4.0,4959.0,40.612,-73.948,8.509161019718974,15.53827733427679,4.0,Midwood,Kings County
1061,Co-op for sale,299999,2,1.0,857.0,40.823,-73.808,6.754604099487962,12.611537753638338,1.0,East Bronx,Bronx County
1062,House for sale,2358000,4,5.0,6300.0,40.547,-74.192,8.748463629942055,14.673324784167574,5.0,Rossville,Richmond County
1063,House for sale,748888,2,2.0,1260.0,40.613,-74.16,7.13966033596492,13.526346053920212,2.0,Bulls Head,Richmond County
1064,House for sale,630000,2,2.0,1450.0,40.56,-74.134,7.280008252884188,13.353476685668044,2.0,Bay Terrace,Richmond County
1065,Condo for sale,1389000,2,2.0,1043.0,40.85,-73.94,6.950814768442584,14.144095341678627,2.0,Manhattan,New York County
1066,Co-op for sale,319000,2,1.0,925.0,40.736,-73.849,6.8308742346461795,12.672949516558306,1.0,Flushing,Queens County
1067,House for sale,319000,3,1.0,,40.624,-74.136,,12.672949516558306,1.0,Mid Island,Richmond County
1068,Pending,1250000,6,4.0,,40.502,-74.243,,14.038654909278163,4.0,Tottenville,Richmond County
1069,Multi-family home for sale,1199000,4,3.0,1848.0,40.735,-73.773,7.522400231387125,13.99699926803766,3.0,Flushing,Queens County
1070,Multi-family home for sale,1500000,6,4.0,3328.0,40.585,-74.104,8.110427237575024,14.220976332738882,4.0,Midland Beach,Richmond County
1071,House for sale,780000,3,2.0,1320.0,40.638,-73.89,7.186144304522325,13.567050480716235,2.0,Canarsie,Kings County
1072,Co-op for sale,350000,2,1.0,,40.826,-73.953,,12.765691290604371,1.0,Manhattan,New York County
1073,Co-op for sale,255000,1,1.0,750.0,40.579,-73.971,6.621405651764134,12.449022745701502,1.0,Coney Island,Kings County
1074,Condo for sale,649000,2,2.0,905.0,40.586,-73.988,6.80903930604298,13.38318953651709,2.0,Brooklyn,Kings County
1075,House for sale,1480000,4,4.0,1596.0,40.77,-73.826,7.3758821482150125,14.207553321415745,4.0,Flushing,Queens County
1076,House for sale,628000,3,2.0,1824.0,40.576,-74.164,7.509335266016592,13.350297037805756,2.0,New Springville,Richmond County
1077,Co-op for sale,190000,2,1.0,875.0,40.877,-73.9,6.775366090936392,12.154784614286667,1.0,West Bronx,Bronx County
1078,Condo for sale,450000,2,1.0,,40.754,-73.831,,13.017005083966255,1.0,Flushing,Queens County
1079,Contingent,2473888,4,6.0,5600.0,40.546,-74.188,8.630700432209832,14.721301964315261,6.0,Woodrow,Richmond County
1080,Contingent,785000,3,2.0,1950.0,40.599,-74.067,7.576097340623111,13.573440270649085,2.0,Arrochar,Richmond County
1081,House for sale,699900,3,2.0,1240.0,40.714,-73.897,7.123672785204607,13.45869417545215,2.0,Flushing,Queens County
1082,Multi-family home for sale,2495000,3,4.0,,40.768,-73.9,,14.72979968796928,4.0,East Elmhurst,Queens County
1083,Co-op for sale,149999,1,1.0,850.0,40.899,-73.862,6.7464121285733745,11.918390573078392,1.0,East Bronx,Bronx County
1084,Co-op for sale,208000,1,1.0,610.0,40.74,-73.998,6.415096959171596,12.245298166364206,1.0,Manhattan,New York County
1085,Pending,172800,1,1.0,750.0,40.615,-73.919,6.621405651764134,12.059895922372384,1.0,Mill Basin,Kings County
1086,Multi-family home for sale,1768888,10,10.0,3933.0,40.641,-74.011,8.277411998949004,14.38586222385836,10.0,Sunset Park,Kings County
1087,Multi-family home for sale,1239998,4,4.0,2250.0,40.536,-74.208,7.719129840906732,14.030621131129282,4.0,Woodrow,Richmond County
1088,Multi-family home for sale,1699000,9,5.0,5500.0,40.875,-73.881,8.612685172875459,14.345550989235415,5.0,Norwood,Bronx County
1089,House for sale,1350000,3,3.0,,40.725,-73.796,,14.115615891155079,3.0,Flushing,Queens County
1090,House for sale,889000,3,2.0,2362.0,40.54,-74.181,7.767687277186908,13.697853639354802,2.0,Woodrow,Richmond County
1091,Condo for sale,1300000,2,2.0,1100.0,40.675,-73.999,7.00397413672268,14.077875591662238,2.0,Carroll Gardens,Kings County
1092,Co-op for sale,310000,2,1.0,675.0,40.744,-73.724,6.516193076042964,12.644330802262578,1.0,Jamaica,Queens County
1093,Pending,1149000,7,4.0,3617.0,40.834,-73.859,8.193676665955241,13.954403427152533,4.0,Parkchester,Bronx County
1094,Co-op for sale,239900,1,1.0,585.0,40.752,-73.718,6.373319789577012,12.3879816172226,1.0,Glen Oaks,Queens County
1095,Co-op for sale,257000,3,1.0,450.0,40.576,-73.967,6.111467339502679,12.456835254920371,1.0,Brighton Beach,Kings County
1096,Condo for sale,1090000,2,2.0,1860.0,40.788,-73.786,7.528869256642251,13.901689171636098,2.0,Bayside,Queens County
1097,Multi-family home for sale,799999,6,2.3738608579684373,,40.625,-73.922,,13.592367006650065,2.0,Flatlands,Kings County
1098,Townhouse for sale,2045000,6,4.0,3976.0,40.831,-73.947,8.28828304520769,14.530908836456474,4.0,Manhattan,New York County
1099,Multi-family home for sale,1195000,3,2.0,2700.0,40.542,-74.175,7.901377353792616,13.993657580167481,2.0,Arden Heights,Richmond County
1100,Co-op for sale,340000,2,1.0,900.0,40.892,-73.897,6.803505257608338,12.73670383776449,1.0,Fieldston,Bronx County
1101,House for sale,1375000,6,2.0,1596.0,40.768,-73.811,7.3758821482150125,14.13396501635527,2.0,Flushing,Queens County
1102,House for sale,749000,3,1.0,1644.0,40.627,-74.105,7.405495663199472,13.52649559761195,1.0,West Brighton,Richmond County
1103,Pending,1399000,5,4.0,,40.696,-73.858,,14.151268968443645,4.0,Jamaica,Queens County
1104,Co-op for sale,775000,3,2.0,1880.0,40.764,-73.966,7.53955882930103,13.560619598657233,2.0,Manhattan,New York County
1105,Multi-family home for sale,948000,7,3.0,,40.694,-73.758,,13.762110836088922,3.0,Jamaica,Queens County
1106,House for sale,880000,3,2.0,,40.744,-73.909,,13.68767832281738,2.0,Flushing,Queens County
1107,Co-op for sale,699000,1,1.0,600.0,40.779,-73.98,6.398594934535208,13.457407451830088,1.0,Manhattan,New York County
1108,Co-op for sale,2250000,4,3.0,,40.783,-73.971,,14.626441218624949,3.0,Manhattan,New York County
1109,Co-op for sale,319000,3,1.0,,40.815,-73.938,,12.672949516558306,1.0,Manhattan,New York County
1110,Multi-family home for sale,1300000,6,3.0,,40.624,-73.921,,14.077875591662238,3.0,Flatlands,Kings County
1111,Multi-family home for sale,729000,3,3.0,1800.0,40.639,-73.911,7.496097345175956,13.499430382731967,3.0,Canarsie,Kings County
1112,Condo for sale,425000,2,2.0,800.0,40.885,-73.911,6.68586094706836,12.959846800844963,2.0,Riverdale,Bronx County
1113,Co-op for sale,399000,1,1.0,,40.772,-73.948,,12.896719202134523,1.0,Manhattan,New York County
1114,Co-op for sale,625000,3,1.0,652.0,40.702,-73.994,6.481577129276431,13.345508528717259,1.0,Brooklyn Heights,Kings County
1115,Co-op for sale,269000,1,1.0,700.0,40.732,-73.86,6.55250788703459,12.502470376049185,1.0,Rego Park,Queens County
1116,Condo for sale,449000,2,2.0,1440.0,40.58,-74.154,7.273092595999522,13.014780393893403,2.0,New Springville,Richmond County
1117,Multi-family home for sale,699000,8,5.0,2300.0,40.846,-73.889,7.741099090035366,13.457407451830088,5.0,West Bronx,Bronx County
1118,Co-op for sale,550000,3,2.0,1250.0,40.807,-73.942,7.1316985104669115,13.217675375388819,2.0,Manhattan,New York County
1119,Townhouse for sale,799900,3,2.3738608579684373,2058.0,40.515,-74.202,7.629975707027789,13.592243248992402,2.0,Prince's Bay,Richmond County
1120,House for sale,758000,3,1.0,1200.0,40.591,-73.987,7.0909098220799835,13.538439983884853,1.0,Brooklyn,Kings County
1121,House for sale,829000,4,2.0,1680.0,40.657,-73.852,7.427144133408616,13.627976640389322,2.0,Jamaica,Queens County
1122,Condo for sale,789000,2,2.0,1230.0,40.578,-73.959,7.115582126184454,13.578522867254332,2.0,Brighton Beach,Kings County
1123,Townhouse for sale,24990000,7,6.0,8500.0,40.758,-73.96,9.04793908261736,17.03398634282714,6.0,Manhattan,New York County
1124,House for sale,2250000,6,4.0,,40.725,-73.948,,14.626441218624949,4.0,Greenpoint,Kings County
1125,Co-op for sale,359000,1,1.0,,40.775,-73.955,,12.791080452981857,1.0,Manhattan,New York County
1126,House for sale,1439000,6,4.0,1440.0,40.634,-74.003,7.273092595999522,14.179459680796295,4.0,Borough Park,Kings County
1127,Multi-family home for sale,1050000,7,4.0,3280.0,40.828,-73.871,8.0959035329611,13.864301674514206,4.0,East Bronx,Bronx County
1128,Co-op for sale,134500,3,1.0,503.0,40.879,-73.916,6.222576268071369,11.80932691294063,1.0,Spuyten Duyvil,Bronx County
1129,Townhouse for sale,11900000,6,2.3738608579684373,9075.0,40.803,-73.969,9.113388845899733,16.29204904211537,2.0,Manhattan,New York County
1130,House for sale,270000,4,2.0,2000.0,40.855,-73.885,7.601402334583733,12.506180941677357,2.0,Belmont,Bronx County
1131,Multi-family home for sale,2280000,6,5.0,,40.747,-73.816,,14.639686439527019,5.0,Flushing,Queens County
1132,Co-op for sale,278999,1,1.0,,40.76,-73.728,,12.538967060803502,1.0,Little Neck,Queens County
1133,Multi-family home for sale,625000,5,2.0,,40.692,-73.94,,13.345508528717259,2.0,Bedford-Stuyvesant,Kings County
1134,Foreclosure,605000,4,2.0,1344.0,40.591,-74.066,7.20414929203594,13.312985389904174,2.0,Arrochar,Richmond County
1135,House for sale,529000,3,2.0,1150.0,40.635,-74.134,7.048386408721883,13.178745601197818,2.0,Port Richmond,Richmond County
1136,Townhouse for sale,1050000,4,1.0,,40.67,-73.96,,13.864301674514206,1.0,Crown Heights,Kings County
1137,Co-op for sale,225000,3,1.0,,40.799,-73.953,,12.323860125621126,1.0,Manhattan,New York County
1138,Townhouse for sale,1049000,3,1.0,1224.0,40.721,-73.854,7.110696122978827,13.863348840666827,1.0,Flushing,Queens County
1139,Co-op for sale,259000,1,1.0,,40.749,-73.893,,12.464587201678082,1.0,Jackson Heights,Queens County
1140,House for sale,599000,3,2.0,,40.665,-73.9,,13.303018546545275,2.0,East New York,Kings County
1141,Contingent,675000,3,1.0,1316.0,40.63,-74.101,7.183111701743281,13.42246945133505,1.0,West Brighton,Richmond County
1142,Condo for sale,3595000,3,3.0,1862.0,40.724,-74.009,7.529943370601589,15.095054827301363,3.0,Manhattan,New York County
1143,Contingent,789000,4,2.0,1871.0,40.525,-74.212,7.534762657037537,13.578522867254332,2.0,Prince's Bay,Richmond County
1144,Multi-family home for sale,998000,6,3.0,1872.0,40.709,-73.903,7.5352967024440884,13.813509557297108,3.0,Flushing,Queens County
1145,Multi-family home for sale,889000,6,2.0,2280.0,40.837,-73.845,7.732369222284388,13.697853639354802,2.0,Westchester Square,Bronx County
1146,House for sale,825000,2,2.0,1820.0,40.616,-73.998,7.507141079727608,13.623139877437296,2.0,Bensonhurst,Kings County
1147,Multi-family home for sale,599999,6,2.0,3490.0,40.665,-73.867,8.157943507105037,13.304684934198283,2.0,East New York,Kings County
1148,Townhouse for sale,10999000,5,7.0,,40.784,-73.976,,16.213315008456604,7.0,Manhattan,New York County
1149,House for sale,2750000,4,2.3738608579684373,,40.893,-73.907,,14.827111833279051,2.0,Fieldston,Bronx County
1150,House for sale,649000,3,2.0,1064.0,40.622,-73.907,6.970730078143525,13.38318953651709,2.0,Bergen Beach,Kings County
1151,Multi-family home for sale,989000,8,5.0,3960.0,40.881,-73.842,8.284251797621916,13.804450621726684,5.0,Edenwald,Bronx County
1152,Condo for sale,357000,3,1.0,1100.0,40.839,-73.86,7.00397413672268,12.785493861878301,1.0,Parkchester,Bronx County
1153,Townhouse for sale,25000000,6,8.0,,40.783,-73.959,,17.034386422832473,8.0,Manhattan,New York County
1154,Co-op for sale,119888,1,1.0,,40.758,-73.856,,11.694321593687683,1.0,Corona,Queens County
1155,Multi-family home for sale,1099999,4,2.0,2185.0,40.814,-73.802,7.689828668736484,13.9108207377686,2.0,East Bronx,Bronx County
1156,House for sale,749000,2,1.0,,40.724,-73.803,,13.52649559761195,1.0,Flushing,Queens County
1157,Multi-family home for sale,589999,4,2.0,1680.0,40.631,-74.135,7.427144133408616,13.287877815881902,2.0,Port Richmond,Richmond County
1158,Multi-family home for sale,6995000,20,20.0,12492.0,40.737,-73.986,9.432923766431829,15.760706309040964,20.0,Manhattan,New York County
1159,Townhouse for sale,22500000,5,6.0,8725.0,40.767,-73.97,9.074062353683555,16.929025911619092,6.0,Manhattan,New York County
1160,House for sale,749000,3,2.0,1332.0,40.616,-74.136,7.195187320178709,13.52649559761195,2.0,Mid Island,Richmond County
1161,Condo for sale,499000,3,2.0,1156.0,40.673,-73.85,7.053585727193677,13.120363378739663,2.0,Ozone Park,Queens County
1162,House for sale,859000,3,3.0,,40.712,-73.754,,13.663525365110068,3.0,Jamaica,Queens County
1163,Pending,599999,2,2.0,,40.589,-73.945,,13.304684934198283,2.0,Sheepshead Bay,Kings County
1164,House for sale,899000,3,2.0,1324.0,40.606,-73.914,7.1891677384203225,13.70903942580019,2.0,Mill Basin,Kings County
1165,Co-op for sale,315000,2,1.0,850.0,40.614,-73.92,6.7464121285733745,12.660331092405906,1.0,Mill Basin,Kings County
1166,House for sale,1999999,5,2.3738608579684373,5301.0,40.607,-74.097,8.57583938684897,14.508657738524219,2.0,Todt Hill,Richmond County
1167,House for sale,950000,4,3.0,1746.0,40.711,-73.732,7.465655310134056,13.76421831620775,3.0,Jamaica,Queens County
1168,Townhouse for sale,13950000,6,6.0,6798.0,40.737,-73.986,8.82453082152646,16.450990137916232,6.0,Manhattan,New York County
1169,House for sale,1399000,5,3.0,3375.0,40.649,-73.839,8.124446855715847,14.151268968443645,3.0,Jamaica,Queens County
1170,Condo for sale,595000,3,1.0,660.0,40.706,-74.009,6.493753839851686,13.296318365198623,1.0,Manhattan,New York County
